Fighter,Elo Rating,Peak Elo,Record,Unbeaten Streak,Strength of Schedule
Steve Steinbeiss,1166.7055936629265,1200.0,0-2-0,0,1176.8340198518576
Drako Rodriguez,1166.6936929635865,1200.0,0-2-0,0,1177.425622083741
Cody Donovan,1166.6778681835574,1215.2423147094107,1-3-0,0,1192.09044813173
Roldan Sangcha'an,1166.6551145532067,1200.0,0-2-0,0,1177.0210985663232
Mallory Martin,1166.6452493554239,1200.0,1-3-0,0,1183.5357907698371
Amanda Cooper,1166.6243378081965,1200.0323532144635,2-4-0,0,1186.911048016204
Yorgan De Castro,1166.618770470017,1216.0,1-3-0,0,1191.954869499536
Randy Costa,1166.608954987421,1214.1632950140217,2-4-0,0,1191.2327456477879
Luis Gurule,1166.6020787084872,1200.0,0-2-0,0,1176.0226597002907
Tamires Vidal,1166.5681766515352,1214.5663338926859,1-3-0,0,1190.8059403686348
Jessamyn Duke,1166.5642092219655,1216.0,1-3-0,0,1192.0
Charalampos Grigoriou,1166.5257631178845,1200.0,0-2-0,0,1175.5954867657751
Forrest Petz,1166.4615751152191,1215.263693206478,2-4-0,0,1195.884461641866
George Roop,1166.321051998776,1200.0,5-8-0,0,1207.038168497525
Luana Pinheiro,1166.3102865169558,1242.937210968333,3-5-0,0,1207.6774506864547
Teruto Ishihara,1166.2307640453864,1228.6747336968651,3-5-1,0,1202.9897618881646
Martin Bravo,1166.2137429651327,1216.0,1-3-0,0,1189.841307504264
Paulo Thiago,1166.204046568143,1243.2426677207068,5-8-0,0,1237.2825258848827
Henrique da Silva,1166.1508862647677,1231.9677659780089,2-4-0,0,1200.3481076898463
Ricky Turcios,1166.1011554510485,1216.0,2-4-0,0,1194.479992364508
Daniel Spitz,1166.077971755755,1200.0,1-3-0,0,1180.3566328891557
Cody East,1166.0319903306754,1200.0,0-2-0,0,1169.4513392150852
Alvaro Herrera Mendoza,1166.0036980572581,1216.0,1-3-0,0,1188.639719613014
Barb Honchak,1165.9620069873833,1200.0,0-2-0,0,1169.1301939407388
Marion Reneau,1165.8508126704558,1244.437233219429,5-7-1,0,1211.1441659380764
Liana Jojua,1165.7961742115103,1200.0,1-3-0,0,1178.974582767988
Jason Gilliam,1165.6979354651696,1200.0,0-2-0,0,1166.591568270157
Jenel Lausa,1165.5918562299526,1215.3283359662728,1-3-0,0,1185.7045320974876
Victor Altamirano,1165.4962522448282,1215.3548595639795,2-4-0,0,1187.2726058188198
Miranda Granger,1165.4952801883503,1216.0,1-3-0,0,1185.1293876309487
Josh Neer,1165.4778647364712,1217.4978610868422,6-9-0,0,1215.602966424855
Tafon Nchukwi,1165.344177992648,1216.0,2-4-0,0,1192.0800495461606
Court McGee,1165.141925985571,1244.836204765782,11-14-0,0,1221.3559757173484
Daniel Pineda,1164.4248261243856,1232.0,5-8-0,0,1221.8144904521507
Fabricio Camoes,1164.370536080666,1205.4753120189566,1-4-1,0,1229.1502193429026
Daniel Frunza,1164.3705016944953,1200.0,0-2-0,0,1150.9779825732003
Cortney Casey,1164.198421665091,1201.4766637808411,6-9-0,0,1201.8582405757063
Vanessa Demopoulos,1163.950775196897,1244.8562307067111,5-7-0,0,1204.0694420275122
David Zawada,1163.9130773818179,1200.0,1-4-0,0,1237.0772546672658
Damir Hadzovic,1163.6494881967972,1223.3598804919834,4-7-0,0,1221.1219652504988
Michelle Waterson-Gomez,1163.3167941425409,1250.5411468094708,6-9-0,0,1232.9696295049964
Francisco Prado,1163.25987500798,1201.68565050137,1-4-0,0,1239.3377055002452
Brad Katona,1163.2359698032317,1231.0341294571358,4-6-0,0,1194.0541594986687
Jason MacDonald,1162.9390188849889,1222.0450942191244,5-8-0,0,1222.165390607604
Andre Fialho,1162.771357189907,1219.0383279331177,2-5-0,0,1230.9645561501568
Artem Lobov,1162.6576309467234,1203.3698429962385,2-5-0,0,1220.3823000630068
Aaron Riley,1162.4844985651762,1200.0,3-6-0,0,1208.608843993197
Jamie Varner,1162.1777175352634,1224.0117212695957,3-6-0,0,1226.8481048892331
Rafael Cavalcante,1161.9794461078795,1201.609530106549,1-4-0,0,1233.8891395901564
Randa Markos,1161.978702707547,1202.744018458483,7-10-1,1,1203.1286991125437
Wellington Turman,1161.3976874727239,1204.3238052693675,3-6-0,0,1211.8961926911006
Kron Gracie,1161.3188380722659,1216.36708787322,1-4-0,0,1236.5202399966645
Mac Danzig,1160.9506317178038,1231.3018991972976,5-8-0,0,1213.3289384204254
Eddie Wineland,1160.9315250496961,1215.6770990720993,6-10-0,0,1227.6265917662845
Cameron Smotherman,1160.798625326826,1215.9975681305573,1-4-0,0,1233.8230092519611
Jared Gooden,1160.7982421903664,1200.0,2-5-0,0,1205.6980226394357
Preston Parsons,1160.7875621987637,1205.249113682991,2-5-0,0,1219.6635070366215
King Green,1160.7473659146635,1200.0,0-3-0,0,1251.196324453372
Vinny Magalhaes,1160.4875427268128,1200.0,1-4-0,0,1220.7601514643425
Charles Rosa,1160.318956134073,1208.1632394163944,5-8-0,0,1209.0264758703279
David Mitchell,1160.263183660886,1200.0,1-4-0,0,1219.4623086514916
Lina Lansberg,1159.9159695918227,1218.737670763924,4-7-0,0,1210.3415438365862
Antonio Silva,1159.8692696849216,1223.9488065910239,3-7-1,0,1252.590931833453
Jason Miller,1159.7856553836104,1200.0,0-3-0,0,1244.1290911953954
Dominic Waters,1159.3398002347196,1200.0,0-3-0,0,1240.9623486601242
Pete Sell,1159.3182983410024,1215.5303729761586,2-5-0,0,1207.9381902624514
Takashi Sato,1159.094387016112,1217.9628243221832,2-5-0,0,1222.4699490487114
Tom Watson,1159.0929584758353,1202.7408128573109,2-5-0,0,1209.5143428281788
Kamal Shalorus,1159.039716787002,1200.0,0-3-0,0,1239.3967505278215
Felipe dos Santos,1158.9769187216855,1201.6195777324508,1-4-0,0,1219.6314880025352
Junior Albini,1158.8831869264618,1216.7946290643495,1-4-0,0,1225.8359885152136
Albert Morales,1158.8591782203732,1204.6247046970402,1-4-1,0,1214.4958912698128
Marvin Eastman,1158.7528687572988,1200.0,1-4-0,0,1206.724770443645
Jordan Griffin,1158.6081727853743,1200.0,1-4-0,0,1212.1033262583765
Mitch Clarke,1158.593940991938,1203.7284209280779,2-5-0,0,1206.8869328171209
Andre Soukhamthath,1158.532678354003,1200.0,2-5-0,0,1202.5463558340628
Eric Schafer,1158.5091494564367,1216.9166143226917,3-6-0,0,1213.580163397244
Sean O'Connell,1158.449423461661,1201.9109635717416,2-5-0,0,1205.4172307049796
Dave Herman,1158.3656159046693,1216.0,1-4-0,0,1222.6955299472072
Mike Massenzio,1158.2705895626982,1216.6328089513136,2-5-0,0,1209.8347386546343
Tra Telligman,1158.229611800758,1200.736306793522,1-4-0,0,1215.798854562559
Kaan Ofli,1158.1716882033404,1200.0,0-3-0,0,1230.1209610351455
Kyle Bochniak,1158.0687199968902,1202.944930477127,2-5-0,0,1209.5266592432367
Kevin Croom,1158.0259725362791,1200.0,0-3-0,0,1229.8107436210985
Alessio Di Chirico,1157.851943087815,1216.2630760778004,4-7-0,0,1202.9925784692025
Jessica Penne,1157.8306185603883,1216.0,3-6-0,0,1206.0042474352795
Malcolm Gordon,1157.6508010741368,1203.440549043775,2-5-0,0,1203.9970109314802
AJ Cunningham,1157.577728740067,1200.0,0-3-0,0,1226.0563767390981
Gilbert Yvel,1157.5563243088545,1200.0,0-3-0,0,1226.1283714988383
Daniel Teymur,1157.5488497080337,1200.0,1-4-0,0,1200.1670846882707
Henry Briones,1157.5088759158277,1216.0,1-4-0,0,1218.5517724892711
Trevin Jones,1157.4802823373939,1216.8372499225657,1-4-0,0,1215.2701794538318
Assuerio Silva,1157.4664166648226,1200.0,0-3-0,0,1225.4318461167225
Wes Sims,1157.41860290417,1200.0,0-3-0,0,1225.3115815046856
Dan Lauzon,1157.3692826416968,1200.0,0-3-0,0,1224.5705004181789
Journey Newson,1157.3547453820236,1200.0,1-4-0,0,1202.4445221297358
Shane Campbell,1157.2140041868286,1203.3132669895533,1-4-0,0,1212.2806800545568
Matt Grice,1157.0758185535703,1200.0339081301693,2-5-0,0,1196.1018535176902
Dominique Steele,1157.0638836328594,1201.4601990175313,1-4-0,0,1210.8586368906394
Jordan Vucenic,1157.0499567884153,1200.0,0-3-0,0,1221.3823868394202
Austen Lane,1156.9178356860784,1200.0,1-4-0,0,1203.1979809601612
Mike Rodriguez,1156.9071404807153,1200.682388746716,2-5-0,0,1204.4327659710411
Victoria Leonardo,1156.8244657690598,1200.0,1-4-0,0,1202.951374097765
Sabah Homasi,1156.8238279540676,1200.0,0-3-0,0,1220.734368859806
Pedro Falcao,1156.7471118481699,1200.0,0-3-0,0,1219.2512662101867
Khalid Taha,1156.6277126465018,1200.736306793522,1-4-0,0,1207.4446921473198
Rafael Cerqueira,1156.599583731932,1200.0,0-3-0,0,1218.310876881221
Erick Gonzalez,1156.3962949206493,1200.0,0-3-0,0,1217.4885184067089
Tim Hague,1156.3699007513026,1216.7047498034551,1-4-0,0,1213.0063658910537
Hailey Cowan,1156.2906971012708,1200.0,0-3-0,0,1215.795968810837
Kris McCray,1156.2051488565498,1200.0,0-3-0,0,1215.0919580432355
Cortavious Romious,1156.190525976771,1200.0,0-3-0,0,1215.0153022869151
Mateus Mendonca,1156.1893817571781,1200.0,0-3-0,0,1215.8322227831932
Charlie Brenneman,1156.153789492593,1235.768471366744,4-7-0,0,1217.672466351177
Brian Camozzi,1156.1323964290955,1200.0,0-3-0,0,1215.1970665131194
Vinicius Salvador,1156.0840193376412,1200.0,0-3-0,0,1214.1629547482994
Mostapha Al-Turk,1155.9425256875516,1200.0,0-3-0,0,1213.8757875148647
Justin Edwards,1155.8438651426832,1201.2502893240842,2-5-0,0,1201.3494783608132
Charlie Ontiveros,1155.829916391871,1200.0,0-3-0,0,1213.8257394566795
Jessica Aguilar,1155.775630040705,1200.0,1-4-0,0,1197.872347542931
Edwin DeWees,1155.7152176679663,1200.0,0-3-0,0,1212.2661420536351
Felix Lee Mitchell,1155.5991230871562,1200.0,0-3-0,0,1210.8794658044305
Alex Reyes,1155.5885268830466,1200.0,0-3-0,0,1211.3144988381953
Darrius Flowers,1155.5761070826802,1200.0,0-3-0,0,1212.0846495730982
Billy Ray Goff,1155.5656893300938,1200.0,0-3-0,0,1210.6504565186592
Nikolay Veretennikov,1155.5359006645053,1200.0,0-3-0,0,1210.4120662937348
Tuco Tokkos,1155.518146455416,1200.0,0-3-0,0,1209.9210506769707
Tonya Evinger,1155.5133042845537,1200.0,0-3-0,0,1210.913623458436
Alex Chambers,1155.51007323766,1200.0,1-4-0,0,1203.2
Ivan Erslan,1155.4810390806583,1200.0,0-3-0,0,1209.1374460157665
Lukasz Sajewski,1155.480227857063,1200.0,0-3-0,0,1210.0069676053542
Ryan Benoit,1155.467219794957,1205.173660420884,3-6-0,0,1201.007200407389
Viktor Pesta,1155.4668074294148,1200.736306793522,1-4-0,0,1202.996768434889
Hannah Goldy,1155.4621735097107,1200.0,1-4-0,0,1196.1845012986232
Justin Buchholz,1155.4548874738111,1202.1934501628912,1-4-0,0,1203.9875965495962
Garreth McLellan,1155.448923530129,1200.736306793522,1-4-0,0,1203.2093560642056
Eric Spicely,1155.4157506804236,1218.382478463684,2-5-0,0,1205.732359013738
Darrell Montague,1155.3740315531888,1200.0,0-3-0,0,1209.825643889872
Marcio Alexandre Junior,1155.326149866148,1200.0,0-3-0,0,1208.4913918196191
Salim Touahri,1155.325221873207,1200.0,0-3-0,0,1208.9514308900793
Bobby Nash,1155.312836095439,1200.0,0-3-0,0,1208.8573235494093
Gabe Ruediger,1155.3081547875283,1200.0,0-3-0,0,1209.4653621197658
Jordan Williams,1155.2477016721668,1200.0,0-3-0,0,1208.2153500101576
Bec Rawlings,1155.2135381122646,1215.9999280890197,2-5-0,0,1203.8385770424277
Rolando Bedoya,1155.2001114684629,1200.0,0-3-0,0,1208.6366161336236
Rodney Wallace,1155.008885856422,1200.0,0-3-0,0,1206.0681733253052
Marcelo Rojo,1154.9924926503588,1200.0,0-3-0,0,1206.1229411414522
Oluwale Bamgbose,1154.9756407114953,1200.4774739060538,1-4-0,0,1200.941658879447
Ruan Potts,1154.9096834843174,1200.0,0-3-0,0,1205.6663286653377
Jason Reinhardt,1154.9074119342051,1200.0,0-3-0,0,1206.3859330714174
Jose Johnson,1154.8926009946358,1200.6981387084268,1-4-0,0,1200.4893318001596
Jeff Hughes,1154.8671774055624,1200.0,0-3-0,0,1208.3980298131619
Robert Valentin,1154.866254736599,1200.0,0-3-0,0,1205.0878977354926
Jose Daniel Medina,1154.866254736599,1200.0,0-3-0,0,1205.0878977354926
Andy Enz,1154.8420866325882,1200.0,0-3-0,0,1205.8102488969669
Bojan Mihajlovic,1154.8105295311186,1200.0,0-3-0,0,1205.3446366750252
Hector Aldana,1154.7847517704527,1200.0,0-3-0,0,1204.8729149569924
Mike Rhodes,1154.6919887492393,1200.0,0-3-0,0,1203.8108529967515
Jared Hamman,1154.672141797744,1202.09861493693,2-5-0,0,1197.7834297626116
Markus Perez,1154.667387392386,1201.334219730876,2-5-0,0,1197.6255733152207
Dan Moret,1154.6022658401844,1200.0,0-3-0,0,1203.992697047599
Estevan Payan,1154.3444523952976,1200.0,0-3-0,0,1201.1779935822658
Yoji Anjo,1154.257981655595,1200.0,0-3-0,0,1200.6821396071593
James Llontop,1154.2352692657892,1200.0,0-3-0,0,1200.290506003327
Jeka Saragih,1154.2348721188223,1200.7427525056162,1-4-0,0,1196.977074725322
Darian Weeks,1154.2336278429698,1200.0,0-3-0,0,1200.7741436078243
Ramona Pascual,1154.2182807798922,1200.0,0-3-0,0,1200.6172590242704
Blood Diamond,1154.2161853372118,1200.0,0-3-0,0,1200.6217093963844
Roxanne Modafferi,1154.1702582489943,1200.0,4-8-0,0,1215.1703658504875
Harry Hunsucker,1154.1550303517863,1200.0,0-3-0,0,1199.9832923628826
Kevin Natividad,1154.1496656416666,1200.0,0-3-0,0,1199.8400074751269
Gideon Ray,1154.1395652967694,1200.0,0-3-0,0,1199.9877330589845
Shane Young,1154.0491211851938,1216.6674710882307,2-5-0,0,1200.2804709255859
Jumabieke Tuerxun,1154.0352375214031,1200.0,0-3-0,0,1198.8117750583917
Damian Grabowski,1154.0214940238345,1200.0,0-3-0,0,1199.5568599362464
Justin Jaynes,1154.0041602156798,1214.9716444693306,1-4-0,0,1201.9978053963855
Mitch Raposo,1153.8639276547297,1200.0,0-3-0,0,1197.9473464253974
Ashlee Evans-Smith,1153.8230243473724,1217.3390544758347,3-6-0,0,1198.1817376282063
Dustin Stoltzfus,1153.8138543426992,1200.0,3-7-0,0,1211.273306699107
Iliarde Santos,1153.794570026036,1200.0,0-3-0,0,1197.1972197628486
Jimmy Flick,1153.748351605794,1216.120716491963,2-5-0,0,1198.0497303771276
Niklas Stolze,1153.6983185067302,1200.0,0-3-0,0,1197.1578376090704
Lucas Alexander,1153.650733881343,1200.1402665191945,1-4-0,0,1194.3442791732703
Denys Bondar,1153.5909769225975,1200.0,0-3-0,0,1195.3876288496108
Jay Perrin,1153.565130987383,1200.0,0-3-0,0,1195.4128564796383
Jeremy Larsen,1153.5599562220598,1200.0,0-3-0,0,1195.3527361689255
Shannon Ross,1153.5566020266967,1200.0,0-3-0,0,1194.8873390105348
Diego Saraiva,1153.5459635336526,1200.0,0-3-0,0,1195.4569063041126
Jeff Curran,1153.5380318496582,1200.0,0-3-0,0,1195.249539623712
Seth Petruzelli,1153.5287852381086,1200.0,0-3-0,0,1195.3383748758158
Brad Imes,1153.5047585474697,1200.0,0-3-0,0,1195.1452909594254
Fabio Cherant,1153.4870781116597,1200.0,0-3-0,0,1195.028994063531
Jake Lindsey,1153.4696537032044,1200.0,0-3-0,0,1194.6678765616673
Roberto Romero,1153.4554177308105,1200.0,0-3-0,0,1195.3059417809357
Antonio Arroyo,1153.448782908618,1200.0,0-3-0,0,1194.493194397758
Jared Papazian,1153.440263670026,1200.0,0-3-0,0,1194.9121022645074
Angela Magana,1153.4401925280374,1200.0,0-3-0,0,1194.6769544312938
Norifumi Yamamoto,1153.4372872148977,1200.0,0-3-0,0,1192.3658926403145
John Albert,1153.4108883473275,1216.0,1-4-0,0,1199.887296332748
Jocelyn Jones-Lybarger,1153.4004140017898,1200.0,0-3-0,0,1195.1452206357792
Sarah Moras,1153.3619141970685,1216.0,3-6-0,0,1196.279054658832
Gabriel Miranda,1153.3575167656093,1200.0,1-4-0,0,1192.8656363791317
Josh Parisian,1153.269319643359,1200.0,2-5-0,0,1191.0650822172086
Daiju Takase,1153.2292231667707,1200.0,0-3-0,0,1192.8033648646422
Caio Machado,1153.1025680485075,1200.0,0-3-0,0,1192.6153891316753
Jeremy Stephens,1153.0828149052563,1257.096815527714,15-20-0,0,1237.0854748372008
Zelim Imadaev,1153.0655822983003,1200.0,0-3-0,0,1191.4421296138623
Mike Santiago,1152.858381246395,1200.0,0-3-0,0,1190.2595193596753
Joby Sanchez,1152.8518050793878,1200.0548132679173,1-4-0,0,1190.6778675811615
Garett Whiteley,1152.736306793522,1200.0,0-3-0,0,1189.3333333333333
Cole Escovedo,1152.736306793522,1200.0,0-3-0,0,1189.578768931174
Joey Beltran,1152.582275086369,1230.4979182562004,3-6-0,0,1203.6375017982352
Mara Romero Borella,1152.559034673052,1216.0,2-5-0,0,1198.8625239116457
Mark De La Rosa,1152.4166984651768,1213.9051357933365,2-5-0,0,1193.6300285171014
Wulijiburen,1152.1156523842096,1200.0,0-3-0,0,1184.1337762132673
Damacio Page,1152.097267058864,1200.0,0-3-0,0,1184.7153479235933
Roque Martinez,1152.0630909239658,1200.0,0-3-0,0,1184.234155724175
Genaro Valdez,1152.040542981635,1200.0,0-3-0,0,1184.0820468579714
Hu Yaozong,1152.0161718188278,1200.0,0-3-0,0,1183.163715132286
Dmitrii Smoliakov,1152.0033862574735,1200.0,0-3-0,0,1183.5343017300866
Rayanne dos Santos,1152.0001771214725,1200.0,0-3-0,0,1183.7440596051167
Julija Stoliarenko,1151.9232519488453,1200.0,2-6-0,0,1208.8297622401676
Ivana Petrovic,1151.7553230008864,1200.0,1-4-0,0,1185.1061055083928
Kalindra Faria,1151.7520848238778,1200.0,0-3-0,0,1181.5762127155779
CJ Vergara,1151.7494437374933,1214.5809917345694,3-6-0,0,1191.373304207475
Jesse Forbes,1151.611856367385,1200.0,0-3-0,0,1181.1905415429192
Dalcha Lungiambula,1151.4398595709918,1216.0,2-5-0,0,1194.3510501660653
Hannah Cifers,1151.1928590717123,1214.486850952087,2-5-0,0,1189.4419448640624
Jordan Wright,1150.5474164192535,1215.1696288275682,2-5-0,0,1191.7539744070368
Cody Gibson,1150.2633756775392,1201.4327860746287,3-7-0,0,1204.5650983386395
Hector Lombard,1149.9709667792947,1231.082046815439,3-8-0,0,1253.0782373284317
Jessica Eye,1149.5301970447726,1204.7878087844722,5-10-0,0,1222.5080324890414
Rafaello Oliveira,1149.3137328377309,1200.736306793522,2-6-0,0,1216.4326517379418
Brad Pickett,1148.5334500197005,1219.244715599893,5-9-0,0,1214.710010106251
Frank Camacho,1148.3797323758768,1201.9653384676928,2-6-0,0,1218.254362478301
Nam Phan,1147.7002532944434,1200.0,2-6-0,0,1210.5252927948004
Austin Hubbard,1147.46733433096,1204.2179388598795,4-8-0,0,1208.8711452005564
Julian Marquez,1147.3948045585491,1228.2044287514007,3-6-0,0,1188.717329054329
SeungWoo Choi,1146.8232457621293,1218.700307996179,4-8-0,0,1207.143593170674
Gian Villante,1146.611221108102,1218.1487433535556,7-11-0,0,1210.2671885420164
Sam Alvey,1146.5494264813306,1274.7331464736728,10-13-1,0,1219.8703717826122
Ariane da Silva,1146.5282250372752,1200.0,0-4-0,0,1237.2658742022395
Ryan Jensen,1146.4238359711208,1200.0,2-6-0,0,1201.176014156931
Takanori Gomi,1146.2081426100199,1216.207589148605,4-9-0,0,1238.5949645943724
Phil Baroni,1146.0008532689887,1231.874874291774,3-7-0,0,1222.6663086323895
Viacheslav Borshchev,1145.9283511375427,1215.2375690485949,3-7-1,0,1214.3100402879559
Jorge Santiago,1145.709073932706,1215.4104637088813,1-5-0,0,1224.1814125816118
Polyana Viana,1145.556869150562,1216.0,4-8-0,0,1204.7632163326314
John Alessio,1145.4346086233916,1200.0,0-4-0,0,1232.418939116988
Thibault Gouti,1145.290520517647,1200.0,1-5-0,0,1207.0263083311393
Jake Collier,1145.0577545705808,1200.9286818606954,5-9-0,0,1202.7431975726556
Dylan Budka,1145.0541297909122,1200.0,0-4-0,0,1227.9434390994488
Kyle Prepolec,1144.8366818497689,1200.0,0-4-0,0,1226.5881715907979
Mizuto Hirota,1144.321146964919,1200.0,1-5-1,0,1200.1798213213274
Gilbert Melendez,1144.1639971006866,1209.806402163555,1-6-0,0,1262.7809331959184
Jay Hieron,1143.7393042962667,1200.0,0-4-0,0,1220.6857509373735
Kris Moutinho,1143.5212835764373,1200.0,0-4-0,0,1219.384949020467
Igor Pokrajac,1143.2869040693802,1222.6477289044408,4-8-0,0,1198.3703507857945
Denis Tiuliulin,1143.1888365263164,1200.0663736091897,1-5-0,0,1209.3644314792366
Gina Mazany,1142.056696912249,1201.56209935958,2-6-0,0,1195.1079795998864
Anthony Hamilton,1141.9905069280476,1201.53432043866,3-7-0,0,1200.070023848269
Anton Turkalj,1141.989250682784,1200.0,0-4-0,0,1210.5599451177561
John Phillips,1141.7966460598204,1200.0,1-5-0,0,1192.9510484388934
Ricardo Funch,1141.7658717507068,1200.0,0-4-0,0,1208.9540897089846
Khadis Ibragimov,1141.2136401535402,1200.0,0-4-0,0,1205.6565105750394
Zarah Fairn,1141.1708612580783,1200.0,0-4-0,0,1204.9719760218486
Dustin Pague,1141.012604302851,1200.0339081301693,1-5-0,0,1200.198244520399
Will Campuzano,1140.9897761680481,1200.0,0-4-0,0,1204.0
Saimon Oliveira,1140.9772504167122,1200.0,0-4-0,0,1203.9629833690274
Alan Baudot,1140.7086735871665,1200.0,0-4-0,0,1203.0542093758668
Jinh Yu Frey,1140.4455186438404,1200.9288212256208,2-6-0,0,1193.0677729029378
JP Buys,1140.4212501926893,1200.0,0-4-0,0,1200.4822498307385
Tiki Ghosn,1140.213184584672,1200.0,0-4-0,0,1200.1099412309432
Aaron Phillips,1139.6297641186359,1200.0,0-4-0,0,1195.8723173430644
Edgar Garcia,1139.3883799634702,1200.0,0-4-0,0,1195.8388947280507
Keith Wisniewski,1139.3250668728933,1200.0,0-4-0,0,1194.3642265939545
Bobby Voelker,1139.18657717446,1200.0,0-4-0,0,1193.7774018496746
Fernie Garcia,1139.096077539265,1200.0,0-4-0,0,1192.5054410523271
Maki Pitolo,1139.0403919604014,1200.0,1-5-0,0,1192.3939965144496
Martin Day,1138.9881537583542,1200.0,0-4-0,0,1192.8781939982614
Dequan Townsend,1138.9617879653917,1200.0,0-4-0,0,1192.1859369018762
Wu Yanan,1138.8417554346001,1200.8383785719052,1-5-0,0,1192.5385460231082
Terrion Ware,1138.841280101479,1200.0,0-4-0,0,1192.178336924361
Scott Jorgensen,1138.7153574578088,1230.5020970535352,4-8-0,0,1197.6527916965904
Andy Ogle,1138.630103709158,1200.0,1-5-0,0,1190.6614368431185
Alen Amedovski,1138.573978811136,1200.0,0-4-0,0,1190.3431898471065
Liang Na,1138.4041772776397,1200.0,0-4-0,0,1188.8372907922137
Josh Grispi,1138.293258335594,1200.0,0-4-0,0,1188.5637547530237
Dusko Todorovic,1138.1905818982857,1213.8397011816803,3-7-0,0,1191.7695982512903
Joe Doerksen,1138.0359456689387,1200.1596960168172,2-7-0,0,1217.5247091514732
Jodie Esquibel,1137.7522891984352,1200.0,0-4-0,0,1185.6780484979347
Jerome Rivera,1137.7293334073436,1200.0,0-4-0,0,1185.5858864461645
Vinicius Moreira,1137.7206256608886,1200.0,0-4-0,0,1185.6809173451968
Steve Cantwell,1137.6914018276177,1216.0,1-5-0,0,1192.7674164358098
Ike Villanueva,1137.507910227778,1200.0,1-5-0,0,1180.1360910198507
Ihor Potieria,1137.3455867834566,1203.1364988608425,2-7-0,0,1223.90552630365
Ji Yeon Kim,1136.8506557998023,1216.6779747984301,3-7-0,0,1193.6282685610568
Lukasz Brzeski,1136.0622976584211,1200.0,1-6-0,0,1220.7105975500733
Elvis Sinosic,1134.6210451310328,1217.6313279681697,1-6-0,0,1230.5893797561118
Pat Healy,1134.4446938294707,1200.0,0-5-0,0,1248.0662402737237
Brandon Davis,1133.9558806153707,1200.1353604609105,2-7-0,0,1213.616163274267
